tag, None, ENAMEX-PERSON, ENAMEX-ORGANIZATION, ENAMEX-LOCATION
IN_40*, 0.000575193474168583978, 0, 0, 0
IN_418*, 1.30725789583769086e-05, 0, 0, 0
IN_438*, 0.00444467684584814892, 0, 0, 0
IN_459*, 0.00162099979083873667, 0, 0, 0
IN_46*, 5.22903158335076344e-05, 0, 0, 0
IN_460*, 0.000444467684584814892, 0, 0, 0
IN_49*, 1.30725789583769086e-05, 0, 0, 0
IN_5, 0.0010719514745869065, 0, 0, 0
IN_55*, 1.30725789583769086e-05, 0, 0, 0
IN_581*, 5.22903158335076344e-05, 0, 0, 0
IN_582*, 1.30725789583769086e-05, 0, 0, 0
IN_6, 0.00351652373980338841, 0, 0, 0
IN_628*, 3.92177368751307258e-05, 0, 0, 0
IN_648*, 0.000496758000418322527, 0, 0, 0
IN_649*, 0.000470612842501568709, 0, 0, 0
IN_667*, 0.00018301610541727672, 0, 0, 0
IN_678*, 0.000196088684375653629, 0, 0, 0
IN_679*, 0.000352959631876176532, 0, 0, 0
IN_681*, 1.30725789583769086e-05, 0, 0, 0
IN_682*, 2.61451579167538172e-05, 0, 0, 0
IN_7, 0.00332043505542773478, 0, 0, 0
IN_700*, 2.61451579167538172e-05, 0, 0, 0
IN_701*, 2.61451579167538172e-05, 0, 0, 0
IN_702*, 0.000392177368751307258, 0, 0, 0
IN_706*, 0.000143798368542145995, 0, 0, 0
IN_708*, 5.22903158335076344e-05, 0, 0, 0
IN_711*, 0.000705919263752353064, 0, 0, 0
IN_713*, 0.0180532315415185108, 0, 0.00103305785123966942, 0
IN_716*, 0.000457540263543191801, 0, 0, 0
IN_718*, 6.5362894791884543e-05, 0, 0, 0
IN_719*, 0.000235306421250784355, 0, 0, 0
IN_724*, 0.00356881405563689605, 0, 0, 0
IN_725*, 0.000313741895001045806, 0, 0, 0
IN_727*, 0.00130725789583769086, 0, 0, 0
IN_728*, 6.5362894791884543e-05, 0, 0, 0
IN_729*, 0.000470612842501568709, 0, 0, 0
IN_730*, 0.00763438611169211462, 0, 0, 0
IN_731*, 0.000117653210625392177, 0, 0, 0
IN_732*, 0.000235306421250784355, 0, 0, 0
IN_733*, 0.000379104789792930349, 0, 0, 0
IN_734*, 0.000797427316460991424, 0, 0, 0
IN_74*, 0.0010588788956285296, 0, 0, 0
IN_743*, 0.000640556368960468521, 0, 0.00172176308539944904, 0.00102301790281329923
IN_76*, 0.000104580631667015269, 0, 0, 0
IN_761*, 0.000117653210625392177, 0, 0, 0
IN_769*, 5.22903158335076344e-05, 0, 0, 0
IN_77*, 0.000261451579167538172, 0, 0, 0
IN_781*, 0.000771282158544237607, 0, 0, 0
IN_8, 0.00711148295335703828, 0, 0, 0
IN_9, 0.0240927630202886425, 0, 0.00206611570247933884, 0
JJR_0, 0.00162099979083873667, 0, 0, 0
JJR_1, 0.000692846684793976156, 0, 0, 0
JJR_2, 0.000313741895001045806, 0, 0, 0
JJR_3, 0.000509830579376699435, 0, 0, 0
JJS_0, 0.000418322526668061075, 0, 0, 0
JJS_1, 0.000339887052917799624, 0, 0, 0
JJS_2, 0.000352959631876176532, 0, 0, 0.000511508951406649616
JJS_3, 0.000705919263752353064, 0, 0, 0
JJ_0, 0.0030459108973018197, 0, 0, 0.00204603580562659847
JJ_1, 0.00537282995189290943, 0, 0.00137741046831955923, 0.00204603580562659847
JJ_10, 0.0019739594227149132, 0, 0.00103305785123966942, 0
JJ_11, 0.00192166910688140556, 0, 0.000688705234159779614, 0.00204603580562659847
JJ_12, 0.00169943526458899812, 0, 0, 0
JJ_13, 0.00290211252875967371, 0, 0.000344352617079889807, 0
JJ_14, 0.00284982221292616607, 0.00116482236458940012, 0, 0
JJ_15, 0.00346423342396988078, 0.000582411182294700058, 0.000344352617079889807, 0
JJ_16, 0.000470612842501568709, 0, 0, 0
JJ_17, 0.00113731436937879105, 0, 0, 0
JJ_18, 0.000967370842919891236, 0, 0, 0
JJ_19, 0.0012157498431290525, 0, 0, 0
JJ_2, 0.00754287805898347626, 0, 0.00103305785123966942, 0.00102301790281329923
JJ_20, 0.00375183016105417277, 0, 0, 0.000511508951406649616
JJ_21, 0.00184323363313114411, 0, 0, 0
JJ_22, 0.0010719514745869065, 0, 0, 0
JJ_23, 0.000941225685003137419, 0, 0, 0
JJ_24, 0.00201317715959004392, 0, 0.000344352617079889807, 0
JJ_25, 0.00113731436937879105, 0, 0.000344352617079889807, 0
JJ_26, 0.000666701526877222338, 0, 0, 0
JJ_27, 0.00100658857979502196, 0, 0, 0
JJ_28, 0.000248379000209161263, 0, 0, 0
JJ_29, 0.00116345952729554487, 0, 0, 0
JJ_3, 0.0018301610541727672, 0, 0.00275482093663911846, 0.000511508951406649616
JJ_30, 0.000366032210834553441, 0, 0, 0.00460358056265984655
JJ_31, 0.000169943526458899812, 0.000582411182294700058, 0, 0.0030690537084398977
JJ_4, 0.000457540263543191801, 0, 0, 0
JJ_42*, 6.5362894791884543e-05, 0, 0, 0
JJ_5, 0.00143798368542145995, 0, 0, 0
JJ_6, 0.0012157498431290525, 0, 0, 0
JJ_7, 0.00177787073833925957, 0, 0.000688705234159779614, 0
JJ_8, 0.000954298263961514328, 0, 0.00103305785123966942, 0
JJ_9, 0.00256222547584187408, 0, 0, 0
LS_0, 1.30725789583769086e-05, 0, 0, 0
MD_0, 0.000601338632085337795, 0, 0, 0
MD_1, 0.00696768458481489228, 0, 0, 0
MD_57*, 2.61451579167538172e-05, 0, 0, 0
MD_58*, 2.61451579167538172e-05, 0, 0, 0
MD_59*, 0.000431395105626437984, 0, 0, 0
MD_61*, 6.5362894791884543e-05, 0, 0, 0
MD_62*, 1.30725789583769086e-05, 0, 0, 0
MD_63*, 0.000143798368542145995, 0, 0, 0
MD_64*, 3.92177368751307258e-05, 0, 0, 0
MD_65*, 0.000339887052917799624, 0, 0, 0
MD_66*, 0.000209161263334030538, 0, 0, 0
MD_74*, 0.000209161263334030538, 0, 0, 0
MD_81*, 0.000156870947500522903, 0, 0, 0
NNPS_0, 2.61451579167538172e-05, 0, 0.0144628099173553719, 0.00102301790281329923
NNPS_1, 6.5362894791884543e-05, 0.000582411182294700058, 0.0168732782369146006, 0
NNPS_2, 1.30725789583769086e-05, 0, 0.00413223140495867769, 0.000511508951406649616
NNPS_3, 0.000209161263334030538, 0.000582411182294700058, 0.00172176308539944904, 0.000511508951406649616
NNPS_4, 3.92177368751307258e-05, 0.000582411182294700058, 0.00172176308539944904, 0.0143222506393861893
NNPS_5, 0.000274524158125915081, 0.00232964472917880023, 0.000688705234159779614, 0.00818414322250639386
NNP_0, 3.92177368751307258e-05, 0.0640652300524170064, 0.00172176308539944904, 0.0583120204603580563
NNP_1, 0.000156870947500522903, 0.0815375655212580082, 0.00413223140495867769, 0.00818414322250639386
NNP_10, 0.000666701526877222338, 0.0337798485730926034, 0.0361570247933884298, 0.149360613810741688
NNP_11, 0.00447082200376490274, 0.00349446709376820035, 0.0230716253443526171, 0.0925831202046035806
NNP_12, 0.000287596737084291989, 0.00524170064065230052, 0.00792011019283746556, 0.100255754475703325
NNP_13, 0.000405249947709684166, 0.00873616773442050087, 0.00826446280991735537, 0.0168797953964194373
NNP_14, 0.000692846684793976156, 0.0238788584740827024, 0.00585399449035812672, 0.0030690537084398977
NNP_15, 0.00100658857979502196, 0.00349446709376820035, 0.0557851239669421488, 0.0117647058823529412
NNP_16, 7.84354737502614516e-05, 0.0786255096097845079, 0.000344352617079889807, 0.00102301790281329923
NNP_17, 5.22903158335076344e-05, 0.0669772859638905067, 0.00172176308539944904, 0.00511508951406649616
NNP_18, 1.30725789583769086e-05, 0.00116482236458940012, 0.000688705234159779614, 0.000511508951406649616
NNP_19, 0.000313741895001045806, 0.0774606872451951077, 0.00929752066115702479, 0.00511508951406649616
NNP_2, 0.000549048316251830161, 0.000582411182294700058, 0.100206611570247934, 0.0521739130434782609
NNP_20, 0.000326814473959422715, 0.0669772859638905067, 0.0158402203856749311, 0.0153452685421994885
NNP_21, 0.000640556368960468521, 0.00349446709376820035, 0.0950413223140495868, 0.0209718670076726343
NNP_22, 0.000640556368960468521, 0.000582411182294700058, 0.0334022038567493113, 0.0250639386189258312
NNP_23, 0.000143798368542145995, 0.0512521840419336051, 0.00585399449035812672, 0.00255754475703324808
NNP_24, 0.00132033047479606777, 0.00873616773442050087, 0.0340909090909090909, 0.00971867007672634271
NNP_25, 0.000588266053126960887, 0.00349446709376820035, 0.0764462809917355372, 0.0127877237851662404
NNP_26, 0.000601338632085337795, 0.0914385556202679091, 0.010674931129476584, 0.00409207161125319693
NNP_27, 0.000392177368751307258, 0.00931857891671520093, 0.0141184573002754821, 0.109974424552429668
NNP_28, 2.61451579167538172e-05, 0.0256260920209668026, 0.00654269972451790634, 0.0153452685421994885
NNP_29, 0.00158178205396360594, 0.000582411182294700058, 0.00137741046831955923, 0.00204603580562659847
NNP_3, 0.000496758000418322527, 0.00116482236458940012, 0.0447658402203856749, 0.0260869565217391304
NNP_30, 0.000549048316251830161, 0.00815375655212580082, 0.00688705234159779614, 0.00153452685421994885
NNP_33*, 1.30725789583769086e-05, 0, 0, 0
NNP_4, 0.000235306421250784355, 0, 0.0940082644628099174, 0.00460358056265984655
NNP_5, 0.000339887052917799624, 0.00174723354688410017, 0.0172176308539944904, 0.0363171355498721228
NNP_51*, 0, 0, 0.00103305785123966942, 0
NNP_52*, 0, 0, 0.000344352617079889807, 0
NNP_6, 0.000888935369169629785, 0.00815375655212580082, 0.0640495867768595041, 0.0460358056265984655
NNP_7, 0.000732064421669106881, 0.00116482236458940012, 0.0378787878787878788, 0.0179028132992327366
NNP_8, 0.000209161263334030538, 0.0221316249271986022, 0.0203168044077134986, 0.0301790281329923274
NNP_9, 0.000196088684375653629, 0.221316249271986022, 0.0526859504132231405, 0.0429667519181585678
NNS_0, 0.0033465802133444886, 0, 0, 0
NNS_1, 0.00181708847521439029, 0, 0, 0.0061381074168797954
NNS_10, 0.00203932231750679774, 0, 0.000344352617079889807, 0.000511508951406649616
NNS_11, 0.000169943526458899812, 0, 0, 0
NNS_12, 0.000954298263961514328, 0, 0, 0
NNS_13, 0.00169943526458899812, 0, 0, 0
NNS_14, 0.0036472495293871575, 0.00232964472917880023, 0, 0
NNS_15, 0.00301976573938506589, 0, 0, 0
NNS_16, 0.00226155615979920519, 0, 0, 0
NNS_17, 0.00203932231750679774, 0, 0, 0
NNS_18, 0.00417015268772223384, 0, 0, 0
NNS_19, 0.00337272537126124242, 0, 0, 0
NNS_2, 0.00201317715959004392, 0, 0, 0.00102301790281329923
NNS_20, 0.00262758837063375863, 0, 0.000344352617079889807, 0
NNS_21, 0.00156870947500522903, 0, 0, 0
NNS_22, 0.00307205605521857352, 0, 0, 0
NNS_23, 0.00166021752771386739, 0, 0, 0
NNS_24, 0.00496758000418322527, 0, 0, 0
NNS_25, 0.000915080527086383602, 0, 0, 0
NNS_26, 0.00111116921146203723, 0, 0, 0
NNS_27, 0.002431499686258105, 0, 0, 0
NNS_28, 0.000431395105626437984, 0, 0.000344352617079889807, 0.000511508951406649616
NNS_29, 0.000535975737293453252, 0, 0.000344352617079889807, 0
NNS_3, 0.00219619326500732064, 0, 0, 0
NNS_30, 0.000718991842710729973, 0.000582411182294700058, 0.000344352617079889807, 0
NNS_31, 0.000457540263543191801, 0, 0, 0
NNS_32*, 3.92177368751307258e-05, 0, 0, 0
NNS_33*, 1.30725789583769086e-05, 0, 0, 0
NNS_35*, 2.61451579167538172e-05, 0, 0, 0
NNS_37*, 0.000104580631667015269, 0, 0, 0
NNS_4, 0.000849717632294499059, 0, 0, 0
NNS_5, 0.00313741895001045806, 0, 0, 0
NNS_6, 0.00210468521229868228, 0, 0, 0
NNS_7, 0.00341194310813637314, 0, 0, 0
NNS_8, 0.00181708847521439029, 0.00291205591147350029, 0, 0
NNS_9, 0.000130725789583769086, 0, 0, 0
NN_0, 0.00546433800460154779, 0, 0.00172176308539944904, 0.00102301790281329923
NN_1, 0.00176479815938088266, 0, 0, 0
NN_10, 0.00117653210625392177, 0.00116482236458940012, 0.000344352617079889807, 0
NN_11, 0.00448389458272327965, 0, 0.000344352617079889807, 0
NN_12, 0.002431499686258105, 0, 0.000344352617079889807, 0
NN_13, 0.00705919263752353064, 0, 0, 0
NN_14, 0.00505908805689186363, 0, 0, 0.00102301790281329923
NN_15, 0.00117653210625392177, 0, 0.000344352617079889807, 0.00102301790281329923
NN_16, 0.00713762811127379209, 0, 0.000344352617079889807, 0
NN_17, 0.00339887052917799624, 0, 0, 0
NN_18, 0.00529439447814264798, 0, 0, 0
NN_19, 0.0034903785818866346, 0.000582411182294700058, 0.000688705234159779614, 0
NN_2, 0.00320278184480234261, 0, 0, 0
NN_20, 0.00762131353273373771, 0, 0, 0
NN_21, 0.00580422505751934742, 0, 0, 0
NN_22, 0.00419629784563898766, 0, 0, 0
NN_23, 0.00675852332148086174, 0, 0, 0
NN_24, 0.0160008366450533361, 0, 0.00172176308539944904, 0.000511508951406649616
NN_25, 0.00847103116502823677, 0, 0.00103305785123966942, 0
NN_26, 0.00658857979502196193, 0, 0.00103305785123966942, 0.000511508951406649616
NN_27, 0.00899393432336331311, 0, 0.000688705234159779614, 0
NN_28, 0.00124189500104580632, 0, 0, 0
NN_29, 0.0035034511608450115, 0, 0, 0
NN_3, 0.00437931395105626438, 0, 0.00241046831955922865, 0.00102301790281329923
NN_30, 0.0034903785818866346, 0, 0, 0
NN_31, 0.00126804015896256013, 0, 0, 0
NN_4, 0.00172558042250575193, 0, 0.00137741046831955923, 0
NN_44*, 1.30725789583769086e-05, 0, 0, 0
NN_49*, 0.000143798368542145995, 0, 0, 0
NN_5, 0.00307205605521857352, 0, 0.000344352617079889807, 0
NN_6, 0.00324199958167747333, 0, 0, 0.000511508951406649616
NN_7, 0.00601338632085337795, 0, 0.00103305785123966942, 0
NN_79*, 0.000222233842292407446, 0, 0, 0
NN_8, 0.00129418531687931395, 0.00349446709376820035, 0.00241046831955922865, 0.000511508951406649616
NN_9, 0.00691539426898138465, 0.00232964472917880023, 0.00137741046831955923, 0.000511508951406649616
OPENPAREN_0, 0.00115038694833716796, 0, 0, 0
OPENQUOTE_0, 0.0104188454298263962, 0, 0, 0
PDT_0, 0.000509830579376699435, 0, 0, 0
PERIOD_0, 0.000980443421878268145, 0, 0, 0
PERIOD_1, 0.031753294289897511, 0, 0, 0
PERIOD_2, 0.00422244300355574148, 0, 0, 0
PERIOD_3, 0.00630098305793766994, 0, 0, 0
PERIOD_4*, 0.000143798368542145995, 0, 0, 0
PERIOD_6*, 0.00018301610541727672, 0, 0, 0
POS_0, 0.00092815310604476051, 0, 0.000344352617079889807, 0
POS_1, 0.000248379000209161263, 0, 0, 0
POS_14*, 0.0018301610541727672, 0, 0.00137741046831955923, 0.000511508951406649616
POS_16*, 0.00388255595063794185, 0, 0.00172176308539944904, 0
POS_31*, 1.30725789583769086e-05, 0, 0, 0
POS_51*, 0.000313741895001045806, 0, 0, 0
POS_7*, 2.61451579167538172e-05, 0, 0, 0
PRPDollar_0, 0.000522903158335076344, 0, 0, 0
PRPDollar_1, 0.00150334658021334449, 0, 0, 0
PRPDollar_2, 0.00332043505542773478, 0, 0, 0
PRPDollar_22*, 1.30725789583769086e-05, 0, 0, 0
PRPDollar_23*, 0.000104580631667015269, 0, 0, 0
PRPDollar_26*, 0.000222233842292407446, 0, 0, 0
PRPDollar_27*, 0.000209161263334030538, 0, 0, 0
PRPDollar_29*, 0.000156870947500522903, 0, 0, 0
PRPDollar_3, 0.00223541100188245137, 0, 0, 0
PRPDollar_4*, 0.000143798368542145995, 0, 0, 0
PRP_0, 0.00218312068604894374, 0, 0, 0
PRP_1, 0.0104057728508680192, 0, 0, 0
PRP_11*, 0.000261451579167538172, 0, 0, 0
PRP_13*, 0.000509830579376699435, 0, 0, 0
PRP_14*, 0.000810499895419368333, 0, 0, 0
PRP_17*, 1.30725789583769086e-05, 0, 0, 0
PRP_2, 0.00190859652792302866, 0, 0, 0
PRP_22*, 0.000156870947500522903, 0, 0, 0
PRP_23*, 0.000261451579167538172, 0, 0, 0
PRP_29*, 7.84354737502614516e-05, 0, 0, 0
PRP_3, 0.00202624973854842083, 0, 0, 0
PRP_4, 0.00390870110855469567, 0, 0, 0
PRP_40*, 1.30725789583769086e-05, 0, 0, 0
PRP_47*, 1.30725789583769086e-05, 0, 0, 0
PRP_5*, 0.000601338632085337795, 0, 0, 0
PRP_50*, 0.000117653210625392177, 0, 0, 0
PRP_6*, 6.5362894791884543e-05, 0, 0, 0
PRP_7*, 0.000588266053126960887, 0, 0, 0
PRP_73*, 0.000130725789583769086, 0, 0, 0
RBR_0, 0.0010719514745869065, 0, 0, 0
RBR_1, 0.000222233842292407446, 0, 0, 0
RBR_2, 0.000300669316042668898, 0, 0, 0
RBR_6*, 3.92177368751307258e-05, 0, 0, 0
RBS_0, 0.00018301610541727672, 0, 0, 0
RBS_1*, 0.000352959631876176532, 0, 0, 0
RB_0, 0.000235306421250784355, 0, 0, 0
RB_1, 0.000915080527086383602, 0, 0, 0
RB_10, 0.00171250784354737503, 0, 0.000344352617079889807, 0
RB_11, 0.00112424179042041414, 0, 0, 0
RB_12, 0.00166021752771386739, 0, 0.000344352617079889807, 0
RB_13, 0.000483685421459945618, 0, 0, 0
