tag, None, ENAMEX-PERSON, ENAMEX-ORGANIZATION, ENAMEX-LOCATION
RB_14, 0.000496758000418322527, 0, 0, 0
RB_15, 0.000352959631876176532, 0, 0, 0
RB_16, 0.00333350763438611169, 0.000582411182294700058, 0, 0
RB_17, 0.00300669316042668898, 0, 0, 0
RB_18, 0.00128111273792093704, 0, 0, 0
RB_19, 0.00190859652792302866, 0, 0, 0
RB_2, 0.00138569336958795231, 0, 0, 0
RB_20, 0.000431395105626437984, 0, 0, 0
RB_21, 0.000784354737502614516, 0, 0, 0
RB_22, 0.000352959631876176532, 0, 0, 0
RB_23, 0.000483685421459945618, 0, 0, 0
RB_24, 0.000732064421669106881, 0, 0, 0
RB_3, 0.00145105626437983685, 0, 0, 0
RB_4, 0.00283674963396778917, 0, 0.000344352617079889807, 0
RB_47*, 0.000261451579167538172, 0, 0, 0
RB_49*, 0.000248379000209161263, 0, 0, 0
RB_5, 0.00185630621208952102, 0, 0, 0
RB_6, 0.00134647563271282159, 0, 0, 0
RB_7, 0.000248379000209161263, 0, 0, 0
RB_8, 0.00211775779125705919, 0, 0, 0
RB_9, 0.00441853168793139511, 0, 0, 0
RP_0, 0.00504601547793348672, 0, 0, 0
SYM_0, 5.22903158335076344e-05, 0, 0, 0
TO_0, 0.00537282995189290943, 0, 0.000344352617079889807, 0.000511508951406649616
TO_108*, 0.000366032210834553441, 0, 0, 0
TO_109*, 0.00130725789583769086, 0, 0, 0
TO_136*, 5.22903158335076344e-05, 0, 0, 0
TO_14*, 0.000196088684375653629, 0, 0, 0
TO_140*, 0.000444467684584814892, 0, 0, 0
TO_144*, 0.00186937879104789793, 0, 0, 0
TO_154*, 0.00320278184480234261, 0, 0, 0
TO_166*, 3.92177368751307258e-05, 0, 0, 0
TO_172*, 0.000274524158125915081, 0, 0, 0
TO_20*, 7.84354737502614516e-05, 0, 0, 0
TO_21*, 6.5362894791884543e-05, 0, 0, 0
TO_24*, 3.92177368751307258e-05, 0, 0, 0
TO_4*, 0.000431395105626437984, 0, 0, 0
TO_46*, 5.22903158335076344e-05, 0, 0, 0
TO_5*, 1.30725789583769086e-05, 0, 0, 0
TO_50*, 5.22903158335076344e-05, 0, 0, 0
TO_67*, 0.00868019242836226731, 0, 0, 0
TO_7*, 0.000117653210625392177, 0, 0, 0
TO_83*, 5.22903158335076344e-05, 0, 0, 0
UH_0, 0.000196088684375653629, 0.000582411182294700058, 0.000688705234159779614, 0
VBD_0, 0.000575193474168583978, 0, 0, 0
VBD_1, 0.000313741895001045806, 0, 0, 0
VBD_10, 0.00129418531687931395, 0, 0, 0
VBD_103*, 2.61451579167538172e-05, 0, 0, 0
VBD_106*, 3.92177368751307258e-05, 0, 0, 0
VBD_11, 0.000483685421459945618, 0, 0, 0
VBD_12, 0.000261451579167538172, 0, 0, 0
VBD_121*, 1.30725789583769086e-05, 0, 0, 0
VBD_13, 0.00414400752980548003, 0, 0, 0
VBD_14, 0.00648399916335494666, 0, 0, 0
VBD_15, 0.00420937042459736457, 0, 0, 0
VBD_16, 0.00158178205396360594, 0, 0, 0
VBD_17, 0.000627483790002091613, 0, 0, 0
VBD_18, 0.00333350763438611169, 0, 0, 0
VBD_19, 0.00177787073833925957, 0, 0, 0
VBD_2, 0.00211775779125705919, 0, 0, 0
VBD_22*, 0.0027321690023007739, 0, 0, 0
VBD_27*, 0.000248379000209161263, 0, 0, 0
VBD_3, 0.0019739594227149132, 0, 0, 0
VBD_33*, 0.000849717632294499059, 0, 0, 0
VBD_36*, 0.00164714494875549048, 0, 0, 0
VBD_37*, 0.0018301610541727672, 0, 0, 0
VBD_4, 0.00330736247646935787, 0, 0, 0
VBD_5, 0.00343808826605312696, 0, 0, 0
VBD_6, 0.00179094331729763648, 0, 0, 0
VBD_64*, 1.30725789583769086e-05, 0, 0, 0
VBD_68*, 0.00176479815938088266, 0, 0, 0
VBD_7, 0.00377797531897092658, 0, 0, 0
VBD_78*, 0.00116345952729554487, 0, 0, 0
VBD_8, 0.0013726207906295754, 0, 0, 0
VBD_9, 0.000392177368751307258, 0, 0, 0
VBD_93*, 6.5362894791884543e-05, 0, 0, 0
VBG_0, 0.000169943526458899812, 0, 0, 0
VBG_1, 0.00154256431708847521, 0, 0, 0
VBG_10, 0.000679774105835599247, 0, 0, 0
VBG_11, 0.00074513700062748379, 0, 0, 0
VBG_12, 0.000405249947709684166, 0, 0.000688705234159779614, 0
VBG_13, 0.000313741895001045806, 0, 0, 0
VBG_14, 0.00207854005438192847, 0, 0, 0
VBG_15, 0.00164714494875549048, 0, 0, 0
VBG_16, 0.00092815310604476051, 0, 0, 0
VBG_17, 0.00130725789583769086, 0, 0, 0
VBG_18, 0.000692846684793976156, 0, 0.000344352617079889807, 0
VBG_19, 0.000496758000418322527, 0, 0, 0
VBG_2, 0.0012157498431290525, 0, 0, 0
VBG_20, 0.000640556368960468521, 0, 0, 0
VBG_21, 0.000339887052917799624, 0, 0, 0
VBG_26*, 0.000379104789792930349, 0, 0, 0
VBG_3, 0.000823572474377745242, 0, 0, 0
VBG_37*, 0.000274524158125915081, 0, 0, 0
VBG_39*, 0.000104580631667015269, 0, 0, 0
VBG_4, 0.000784354737502614516, 0, 0, 0
VBG_43*, 0.000457540263543191801, 0, 0, 0
VBG_5, 0.000313741895001045806, 0, 0, 0
VBG_6, 0.000902007948128006693, 0, 0, 0
VBG_7, 0.000470612842501568709, 0, 0, 0
VBG_8, 0.000352959631876176532, 0, 0, 0
VBG_9, 0.000692846684793976156, 0, 0, 0
VBN_0, 0.000549048316251830161, 0, 0, 0
VBN_1, 0.000666701526877222338, 0, 0, 0
VBN_10, 0.00134647563271282159, 0, 0, 0
VBN_11, 0.00286289479188454298, 0, 0, 0
VBN_12, 0.00181708847521439029, 0, 0, 0
VBN_13, 0.000549048316251830161, 0, 0, 0
VBN_14, 0.00141183852750470613, 0, 0, 0
VBN_15, 0.000431395105626437984, 0, 0, 0
VBN_16, 0.000496758000418322527, 0, 0, 0
VBN_17, 0.000313741895001045806, 0, 0, 0
VBN_18, 0.000405249947709684166, 0, 0, 0
VBN_19, 0.000705919263752353064, 0, 0, 0
VBN_2, 0.00122882242208742941, 0, 0, 0
VBN_20, 0.000444467684584814892, 0, 0, 0
VBN_21, 0.000248379000209161263, 0, 0, 0
VBN_22, 0.000470612842501568709, 0, 0, 0
VBN_23, 0.000666701526877222338, 0, 0, 0
VBN_24, 0.000444467684584814892, 0, 0, 0
VBN_25, 0.00230077389667433591, 0, 0, 0
VBN_26*, 7.84354737502614516e-05, 0, 0, 0
VBN_3, 0.00108502405354528341, 0, 0, 0
VBN_4, 0.0019739594227149132, 0, 0, 0
VBN_41*, 0.00065362894791884543, 0, 0, 0
VBN_43*, 2.61451579167538172e-05, 0, 0, 0
VBN_5, 0.00188245137000627484, 0, 0, 0
VBN_6, 0.00108502405354528341, 0, 0, 0
VBN_7, 0.00111116921146203723, 0, 0, 0
VBN_8, 0.000549048316251830161, 0, 0, 0
VBN_9, 0.00129418531687931395, 0, 0, 0
VBP_0, 0.000601338632085337795, 0, 0, 0
VBP_1, 0.000522903158335076344, 0, 0, 0
VBP_10, 0.00283674963396778917, 0, 0.000344352617079889807, 0
VBP_2, 0.00092815310604476051, 0, 0, 0
VBP_27*, 2.61451579167538172e-05, 0, 0, 0
VBP_3, 0.000601338632085337795, 0, 0, 0
VBP_35*, 7.84354737502614516e-05, 0, 0, 0
VBP_4, 0.000366032210834553441, 0, 0, 0
VBP_46*, 1.30725789583769086e-05, 0, 0, 0
VBP_5, 0.0010719514745869065, 0, 0, 0
VBP_51*, 0.000326814473959422715, 0, 0, 0
VBP_6, 0.000941225685003137419, 0, 0.00103305785123966942, 0
VBP_7, 0.00325507216063585024, 0, 0, 0
VBP_8, 0.00103273373771177578, 0, 0, 0
VBP_9, 0.000915080527086383602, 0, 0, 0
VBZ_0, 0.00194781426479815938, 0, 0, 0
VBZ_1, 0.000405249947709684166, 0, 0, 0
VBZ_10, 0.000535975737293453252, 0, 0, 0
VBZ_109*, 0.00117653210625392177, 0, 0, 0
VBZ_11, 0.00056212089521020707, 0, 0, 0
VBZ_111*, 2.61451579167538172e-05, 0, 0, 0
VBZ_112*, 5.22903158335076344e-05, 0, 0, 0
VBZ_113*, 0.000352959631876176532, 0, 0, 0
VBZ_114*, 0.000104580631667015269, 0, 0, 0
VBZ_119*, 2.61451579167538172e-05, 0, 0, 0
VBZ_12, 0.000522903158335076344, 0, 0, 0
VBZ_120*, 6.5362894791884543e-05, 0, 0, 0
VBZ_128*, 0.000575193474168583978, 0, 0, 0
VBZ_13, 0.00083664505333612215, 0, 0.000344352617079889807, 0
VBZ_14*, 6.5362894791884543e-05, 0, 0, 0
VBZ_2, 0.00118960468521229868, 0, 0.000344352617079889807, 0
VBZ_23*, 1.30725789583769086e-05, 0, 0, 0
VBZ_3, 0.0045623300564735411, 0, 0, 0
VBZ_31*, 1.30725789583769086e-05, 0, 0, 0
VBZ_34*, 9.15080527086383602e-05, 0, 0, 0
VBZ_38*, 5.22903158335076344e-05, 0, 0, 0
VBZ_4, 0.00018301610541727672, 0, 0, 0
VBZ_5, 0.000392177368751307258, 0, 0, 0
VBZ_6, 0.000405249947709684166, 0, 0, 0
VBZ_7, 0.000862790211252875967, 0, 0, 0
VBZ_75*, 0.00065362894791884543, 0, 0, 0
VBZ_8, 0.000366032210834553441, 0, 0, 0
VBZ_9, 0.000313741895001045806, 0, 0, 0
VB_0, 0.000875862790211252876, 0, 0, 0.000511508951406649616
VB_1, 0.000549048316251830161, 0, 0, 0
VB_10, 0.000862790211252875967, 0, 0, 0
VB_11, 6.5362894791884543e-05, 0, 0, 0.000511508951406649616
VB_12, 0.000784354737502614516, 0, 0, 0
VB_13, 0.00116345952729554487, 0, 0, 0
VB_14, 0.000169943526458899812, 0, 0.000344352617079889807, 0
VB_15, 0.000509830579376699435, 0, 0, 0.000511508951406649616
VB_16, 0.000993516000836645053, 0, 0, 0
VB_17, 0.00247071742313323572, 0.000582411182294700058, 0, 0
VB_18, 0.000941225685003137419, 0, 0, 0
VB_19, 0.000810499895419368333, 0, 0, 0
VB_2, 0.000692846684793976156, 0, 0, 0
VB_20, 6.5362894791884543e-05, 0, 0, 0.000511508951406649616
VB_21, 0.0018301610541727672, 0, 0, 0
VB_22, 0.000862790211252875967, 0, 0, 0
VB_23, 0.00125496758000418323, 0, 0, 0
VB_24, 0.00156870947500522903, 0, 0, 0.000511508951406649616
VB_25, 0.000888935369169629785, 0, 0, 0.000511508951406649616
VB_26, 0.000614411211043714704, 0, 0, 0
VB_3, 0.00074513700062748379, 0, 0, 0
VB_4, 0.00116345952729554487, 0, 0, 0
VB_47*, 0.00133340305375444468, 0, 0, 0
VB_48*, 0.000470612842501568709, 0, 0, 0
VB_49*, 0.00115038694833716796, 0, 0, 0
VB_5, 0.000169943526458899812, 0, 0, 0
VB_56*, 7.84354737502614516e-05, 0, 0, 0
VB_6, 0.000888935369169629785, 0.000582411182294700058, 0, 0.000511508951406649616
VB_67*, 5.22903158335076344e-05, 0, 0, 0
VB_68*, 0.000405249947709684166, 0, 0, 0
VB_7, 0.000849717632294499059, 0, 0, 0
VB_8, 0.00146412884333821376, 0, 0.000344352617079889807, 0
VB_9, 0.00159485463292198285, 0, 0, 0.000511508951406649616
WDT_0, 6.5362894791884543e-05, 0, 0, 0
WDT_1, 0.00239228194938297427, 0, 0.000344352617079889807, 0
WDT_15*, 3.92177368751307258e-05, 0, 0, 0
WDT_2*, 0.000522903158335076344, 0, 0, 0
WDT_4*, 0.00338579795021961933, 0, 0, 0
WPDollar_3, 0.000261451579167538172, 0, 0, 0
WP_0, 0.00113731436937879105, 0, 0, 0
WP_1, 0.000196088684375653629, 0, 0, 0
WP_2, 0.00176479815938088266, 0, 0, 0
WP_7*, 0.000222233842292407446, 0, 0, 0
WRB_0, 0.000261451579167538172, 0, 0, 0
WRB_1, 0.00253608031792512027, 0, 0, 0
WRB_2, 0.0010588788956285296, 0, 0, 0.000511508951406649616
WRB_6*, 9.15080527086383602e-05, 0, 0, 0
